Year,Rank,Rider,Team,TotalSeconds,GapSeconds
2026,99,XABIER AZPARREN IRURZUN,PINARELLO-Q36.5 PRO CYCLING TEAM,284360,18174
2026,100,SIMONE VELASCO,XDS ASTANA TEAM,284441,18255
2026,101,JEFFERSON CEPEDA,MOVISTAR TEAM,284468,18282
2026,102,FRANK VAN DEN BROEK,TEAM PICNIC POSTNL,284642,18456
2026,103,PER STRAND HAGENES,TEAM VISMA | LEASE A BIKE,284651,18465
2026,104,MICHEL HEßMANN,MOVISTAR TEAM,284874,18688
2026,105,ROBERT STANNARD,BAHRAIN VICTORIOUS,284978,18792
2026,106,MAX WALKER,EF EDUCATION - EASYPOST,284985,18799
2026,107,LUKE DURBRIDGE,TEAM JAYCO ALULA,284992,18806
2026,108,ANTHONY TURGIS,TOTALENERGIES,285081,18895
2026,109,THIBAULT GUERNALEC,TOTALENERGIES,285113,18927
2026,110,MICHAL KWIATKOWSKI,NETCOMPANY INEOS CYCLING TEAM,285125,18939
2026,111,TIM VAN DIJKE,RED BULL - BORA - HANSGROHE,285189,19003
2026,112,JAKUB OTRUBA,CAJA RURAL-SEGUROS RGA,285229,19043
2026,113,GEORG STEINHAUSER,EF EDUCATION - EASYPOST,285365,19179
2026,114,EDWARD PLANCKAERT,ALPECIN-PREMIER TECH,285644,19458
2026,115,JONAS RICKAERT,ALPECIN-PREMIER TECH,285665,19479
2026,116,FLORIAN VERMEERSCH,UAE TEAM EMIRATES XRG,285795,19609
2026,117,BENJAMIN THOMAS,COFIDIS,285811,19625
2026,118,ROBBE DHONDT,TEAM PICNIC POSTNL,285822,19636
2026,119,HUGO PAGE,COFIDIS,285862,19676
2026,120,JOSHUA MICHAEL TARLING,NETCOMPANY INEOS CYCLING TEAM,285894,19708
2026,121,AARON MURRAY GATE,XDS ASTANA TEAM,285922,19736
2026,122,ALEX KIRSCH,COFIDIS,285991,19805
2026,123,FILIPPO GANNA,NETCOMPANY INEOS CYCLING TEAM,286046,19860
2026,124,MIKE TEUNISSEN,XDS ASTANA TEAM,286104,19918
2026,125,JULIAN ALAPHILIPPE,TUDOR PRO CYCLING TEAM,286173,19987
2026,126,STEFANO OLDANI,CAJA RURAL-SEGUROS RGA,286200,20014
2026,127,ALFRED BROCKWELL WRIGHT,PINARELLO-Q36.5 PRO CYCLING TEAM,286367,20181
2026,128,LIAM SLOCK,LOTTO INTERMARCHE,286386,20200
2026,129,JOEL NICOLAU BELTRAN,CAJA RURAL-SEGUROS RGA,286413,20227
2026,130,DAAN HOOLE,DECATHLON CMA CGM TEAM,286470,20284
2026,131,DYLAN VAN BAARLE,SOUDAL QUICK-STEP,286519,20333
2026,132,HUUB ARTZ,LOTTO INTERMARCHE,286740,20554
2026,133,TIM MARSMAN,ALPECIN-PREMIER TECH,286777,20591
2026,134,KRISTS NEILANDS,NSN CYCLING TEAM,286824,20638
2026,135,JASPER PHILIPSEN,ALPECIN-PREMIER TECH,286861,20675
2026,136,DORIAN GODON,NETCOMPANY INEOS CYCLING TEAM,287000,20814
2026,137,SILVAN DILLIER,ALPECIN-PREMIER TECH,287102,20916
2026,138,SØREN WÆRENSKJOLD,UNO-X MOBILITY,287104,20918
2026,139,NIKLAS MÄRKL,TEAM PICNIC POSTNL,287277,21091
2026,140,PAVEL BITTNER,TEAM PICNIC POSTNL,287297,21111
2026,141,BINIAM GIRMAY,NSN CYCLING TEAM,287446,21260
2026,142,MAX KANTER,XDS ASTANA TEAM,287515,21329
2026,143,PASCAL EENKHOORN,SOUDAL QUICK-STEP,287624,21438
2026,144,JENTHE BIERMANS,COFIDIS,287890,21704
2026,145,JOHN DEGENKOLB,TEAM PICNIC POSTNL,287890,21704
2026,146,BAPTISTE VEISTROFFER,LOTTO INTERMARCHE,287920,21734
2026,147,MARCO HALLER,TUDOR PRO CYCLING TEAM,287926,21740
2026,148,MILAN FRETIN,COFIDIS,288156,21970
2026,149,OLAV KOOIJ,DECATHLON CMA CGM TEAM,288344,22158
2026,150,THOMAS JAKE STEWART,NSN CYCLING TEAM,288433,22247
2026,151,LEWIS ASKEY,NSN CYCLING TEAM,288434,22248
2026,152,DAVIDE BALLERINI,XDS ASTANA TEAM,288468,22282
2026,153,PIET ALLEGAERT,COFIDIS,288528,22342
2026,154,PHIL BAUHAUS,BAHRAIN VICTORIOUS,288615,22429
2026,155,KAMIL GRADEK,BAHRAIN VICTORIOUS,288758,22572
2026,156,JULIUS VAN DEN BERG,TEAM PICNIC POSTNL,288832,22646
2026,157,MATIS LOUVEL,NSN CYCLING TEAM,288842,22656
2026,158,CEES BOL,DECATHLON CMA CGM TEAM,289114,22928
